data,genere,regista,anno,durata,eta,costo
"2026-8-8 10:00","Pride & Prejudice",Drama,"Joe Wright",2005,129,6,6.5
"2026-8-7 10:30","Badlands",Action,"Terrence Malick",1973,94,6,8.5
"2026-8-6 13:00","Delicatessen",Comedy,"Marc Caro",1991,99,16,7.0
"2026-8-6 10:30","On the Waterfront",Crime,"Elia Kazan",1954,108,12,8.0
"2026-8-5 15:00","Miracle on 34th Street",Comedy,"George Seaton",1947,96,12,6.5
"2026-8-5 12:30","À bout de souffle",Crime,"Jean-Luc Godard",1960,90,0,7.5
"2026-8-5 10:00","The Station Agent",Comedy,"Tom McCarthy",2003,89,16,8.5
"2026-8-4 10:30","Pride & Prejudice",Drama,"Joe Wright",2005,129,6,8.5
"2026-8-3 12:30","Roman Holiday",Comedy,"William Wyler",1953,118,12,6.5
"2026-8-3 10:00","Midnight Cowboy",Drama,"John Schlesinger",1969,113,12,6.5
"2026-8-2 16:00","No Man's Land",Comedy,"Danis Tanovic",2001,98,16,6.5
"2026-8-2 13:00","Awakenings",Biography,"Penny Marshall",1990,121,0,7.5
"2026-8-2 10:30","No Man's Land",Comedy,"Danis Tanovic",2001,98,16,8.5
"2026-8-1 17:00","Star Wars",Action,"George Lucas",1977,121,12,6.5
"2026-8-1 14:00","Awakenings",Biography,"Penny Marshall",1990,121,0,7.0
"2026-8-1 10:00","Doctor Zhivago",Drama,"David Lean",1965,197,12,7.0
"2026-7-31 10:00","Das Cabinet des Dr. Caligari",Fantasy,"Robert Wiene",1920,76,12,8.0
"2026-7-30 12:30","Miracle on 34th Street",Comedy,"George Seaton",1947,96,12,7.5
"2026-7-30 10:00","On the Waterfront",Crime,"Elia Kazan",1954,108,12,8.5
"2026-7-29 10:00","The Bridges of Madison County",Drama,"Clint Eastwood",1995,135,12,7.5
"2026-7-28 15:30","The World's Fastest Indian",Biography,"Roger Donaldson",2005,127,0,6.5
"2026-7-28 12:30","Being John Malkovich",Comedy,"Spike Jonze",1999,113,16,7.5
"2026-7-28 10:00","Das Cabinet des Dr. Caligari",Fantasy,"Robert Wiene",1920,76,12,7.0
"2026-7-27 10:30","The Wild Bunch",Action,"Sam Peckinpah",1969,145,12,8.0
"2026-7-26 19:00","Star Wars",Action,"George Lucas",1977,121,12,8.5
"2026-7-26 16:00","Awakenings",Biography,"Penny Marshall",1990,121,0,6.5
"2026-7-26 13:30","Badlands",Action,"Terrence Malick",1973,94,6,8.0
"2026-7-26 10:30","Pride & Prejudice",Drama,"Joe Wright",2005,129,6,8.5
"2026-7-25 15:30","Rebecca",Drama,"Alfred Hitchcock",1940,130,12,8.5
"2026-7-25 13:00","No Man's Land",Comedy,"Danis Tanovic",2001,98,16,7.5
"2026-7-25 10:00","Star Wars",Action,"George Lucas",1977,121,12,7.5
"2026-7-24 12:30","On the Waterfront",Crime,"Elia Kazan",1954,108,12,6.5
"2026-7-24 10:00","Manhattan",Comedy,"Woody Allen",1979,96,16,7.0
"2026-7-23 13:00","On the Waterfront",Crime,"Elia Kazan",1954,108,12,6.5
"2026-7-23 10:30","The Adventures of Robin Hood",Action,"Michael Curtiz",1938,102,6,7.0
"2026-7-22 13:30","Miracle on 34th Street",Comedy,"George Seaton",1947,96,12,8.5
"2026-7-22 10:30","The Bridges of Madison County",Drama,"Clint Eastwood",1995,135,12,7.0
"2026-7-21 13:30","Giant",Drama,"George Stevens",1956,201,0,7.0
"2026-7-21 10:30","The World's Fastest Indian",Biography,"Roger Donaldson",2005,127,0,8.5
"2026-7-20 14:00","Delicatessen",Comedy,"Marc Caro",1991,99,16,8.5
"2026-7-20 10:00","Doctor Zhivago",Drama,"David Lean",1965,197,12,7.0
"2026-7-19 15:30","The Circus",Comedy,"Charles Chaplin",1928,72,12,6.5
"2026-7-19 12:30","Unforgiven",Drama,"Clint Eastwood",1992,130,12,6.5
"2026-7-19 10:00","Tôkyô goddofâzâzu",Animation,"Satoshi Kon",2003,90,12,8.0
"2026-7-18 15:00","À bout de souffle",Crime,"Jean-Luc Godard",1960,90,0,8.5
"2026-7-18 12:30","Spoorloos",Mystery,"George Sluizer",1988,107,12,7.5
"2026-7-18 10:00","Tôkyô goddofâzâzu",Animation,"Satoshi Kon",2003,90,12,7.0
"2026-7-17 12:30","The World's Fastest Indian",Biography,"Roger Donaldson",2005,127,0,8.5
"2026-7-17 10:00","Badlands",Action,"Terrence Malick",1973,94,6,8.0
"2026-7-16 15:00","The World's Fastest Indian",Biography,"Roger Donaldson",2005,127,0,8.5
"2026-7-16 12:30","Funny Games",Crime,"Michael Haneke",1997,108,12,7.0
"2026-7-16 10:00","Spoorloos",Mystery,"George Sluizer",1988,107,12,7.0
"2026-7-15 16:30","Rebecca",Drama,"Alfred Hitchcock",1940,130,12,7.0
"2026-7-15 14:00","To Have and Have Not",Adventure,"Howard Hawks",1944,100,6,7.5
"2026-7-15 10:30","The Wild Bunch",Action,"Sam Peckinpah",1969,145,12,7.5
"2026-7-14 14:00","The World's Fastest Indian",Biography,"Roger Donaldson",2005,127,0,7.0
"2026-7-14 10:00","The Longest Day",Action,"Ken Annakin",1962,178,0,8.0
"2026-7-13 17:00","Heat",Crime,"Michael Mann",1995,170,12,7.0
"2026-7-13 12:30","Giant",Drama,"George Stevens",1956,201,0,8.5
"2026-7-13 10:00","The Graduate",Comedy,"Mike Nichols",1967,106,12,6.5
"2026-7-12 15:30","Manhattan",Comedy,"Woody Allen",1979,96,16,8.0
"2026-7-12 13:00","To Have and Have Not",Adventure,"Howard Hawks",1944,100,6,7.0
"2026-7-12 10:30","Trois couleurs: Blanc",Comedy,"Krzysztof Kieslowski",1994,92,0,6.5
"2026-7-11 16:30","Jungfrukällan",Drama,"Ingmar Bergman",1960,89,12,7.5
"2026-7-11 13:30","La battaglia di Algeri",Drama,"Gillo Pontecorvo",1966,121,12,6.5
"2026-7-11 10:30","La battaglia di Algeri",Drama,"Gillo Pontecorvo",1966,121,12,7.0
"2026-7-10 13:30","Cast Away",Adventure,"Robert Zemeckis",2000,143,12,8.5
"2026-7-10 10:30","The World's Fastest Indian",Biography,"Roger Donaldson",2005,127,0,8.5
"2026-7-9 16:00","Manhattan",Comedy,"Woody Allen",1979,96,16,7.0
"2026-7-9 13:30","Spoorloos",Mystery,"George Sluizer",1988,107,12,7.0
"2026-7-9 10:30","Kill Bill: Vol. 2",Action,"Quentin Tarantino",2004,137,12,6.5
"2026-7-8 10:30","Vizontele",Comedy,"Yilmaz Erdogan",2001,110,12,6.5
"2026-7-7 10:30","Funny Games",Crime,"Michael Haneke",1997,108,12,8.0
"2026-7-6 10:30","À bout de souffle",Crime,"Jean-Luc Godard",1960,90,0,8.0
"2026-7-5 16:00","Empire of the Sun",Action,"Steven Spielberg",1987,153,0,8.0
"2026-7-5 13:00","Fantasia",Animation,"James Algar",1940,125,0,6.5
"2026-7-5 10:00","La battaglia di Algeri",Drama,"Gillo Pontecorvo",1966,121,12,7.0
"2026-7-4 19:00","Spoorloos",Mystery,"George Sluizer",1988,107,12,9.0
"2026-7-4 16:00","Cast Away",Adventure,"Robert Zemeckis",2000,143,12,7.5
"2026-7-4 13:00","Apocalypto",Action,"Mel Gibson",2006,139,12,7.0
"2026-7-4 10:30","Spoorloos",Mystery,"George Sluizer",1988,107,12,8.5
"2026-7-3 10:30","The World's Fastest Indian",Biography,"Roger Donaldson",2005,127,0,6.5
"2026-7-2 10:00","Kal Ho Naa Ho",Comedy,"Nikkhil Advani",2003,186,0,8.5
"2026-7-1 10:00","À bout de souffle",Crime,"Jean-Luc Godard",1960,90,0,7.5
"2026-6-30 16:00","Jungfrukällan",Drama,"Ingmar Bergman",1960,89,12,7.5
"2026-6-30 13:00","Funny Games",Crime,"Michael Haneke",1997,108,12,8.5
"2026-6-30 10:00","Rebecca",Drama,"Alfred Hitchcock",1940,130,12,7.0
"2026-6-29 13:30","What's Eating Gilbert Grape",Drama,"Lasse Hallström",1993,118,0,7.5
"2026-6-29 10:30","Omohide poro poro",Animation,"Isao Takahata",1991,118,0,8.5
"2026-6-28 18:30","Apocalypto",Action,"Mel Gibson",2006,139,12,9.5
"2026-6-28 15:30","Fantasia",Animation,"James Algar",1940,125,0,7.0
"2026-6-28 13:00","In the Heat of the Night",Crime,"Norman Jewison",1967,110,0,8.0
"2026-6-28 10:30","Tôkyô goddofâzâzu",Animation,"Satoshi Kon",2003,90,12,8.5
"2026-6-27 16:00","To Have and Have Not",Adventure,"Howard Hawks",1944,100,6,7.0
"2026-6-27 13:30","To Have and Have Not",Adventure,"Howard Hawks",1944,100,6,8.0
"2026-6-27 10:30","Unforgiven",Drama,"Clint Eastwood",1992,130,12,8.5
"2026-6-26 14:00","Giant",Drama,"George Stevens",1956,201,0,8.5
"2026-6-26 10:30","Heat",Crime,"Michael Mann",1995,170,12,8.0
"2026-6-25 15:00","28 Days Later...",Drama,"Danny Boyle",2002,113,12,8.0
"2026-6-25 12:30","À bout de souffle",Crime,"Jean-Luc Godard",1960,90,0,7.0
"2026-6-25 10:00","Laura",Drama,"Otto Preminger",1944,88,12,8.5
"2026-6-24 15:00","Vizontele",Comedy,"Yilmaz Erdogan",2001,110,12,8.0
"2026-6-24 12:30","Trois couleurs: Blanc",Comedy,"Krzysztof Kieslowski",1994,92,0,6.5
"2026-6-24 10:00","The Graduate",Comedy,"Mike Nichols",1967,106,12,7.0
"2026-6-23 13:30","Unforgiven",Drama,"Clint Eastwood",1992,130,12,8.5
"2026-6-23 10:30","Anand",Drama,"Hrishikesh Mukherjee",1971,122,0,8.0
"2026-6-22 16:30","Laura",Drama,"Otto Preminger",1944,88,12,8.0
"2026-6-22 13:30","The Silence of the Lambs",Crime,"Jonathan Demme",1991,118,12,6.5
"2026-6-22 10:30","What's Eating Gilbert Grape",Drama,"Lasse Hallström",1993,118,0,8.5
"2026-6-21 17:30","Empire of the Sun",Action,"Steven Spielberg",1987,153,0,6.5
"2026-6-21 14:30","Rebecca",Drama,"Alfred Hitchcock",1940,130,12,8.0
"2026-6-21 12:00","Before Sunrise",Drama,"Richard Linklater",1995,101,16,7.0
"2026-6-21 10:00","Laura",Drama,"Otto Preminger",1944,88,12,7.5
"2026-6-20 15:30","Sling Blade",Drama,"Billy Bob Thornton",1996,135,16,8.0
"2026-6-20 13:00","Trois couleurs: Blanc",Comedy,"Krzysztof Kieslowski",1994,92,0,8.0
"2026-6-20 10:30","Tôkyô goddofâzâzu",Animation,"Satoshi Kon",2003,90,12,7.0
"2026-6-19 12:30","What's Eating Gilbert Grape",Drama,"Lasse Hallström",1993,118,0,7.0
"2026-6-19 10:00","Trois couleurs: Blanc",Comedy,"Krzysztof Kieslowski",1994,92,0,8.0
"2026-6-18 16:30","Jurassic Park",Action,"Steven Spielberg",1993,127,12,8.0
"2026-6-18 14:00","Strangers on a Train",Crime,"Alfred Hitchcock",1951,101,12,6.5
"2026-6-18 10:30","The Longest Day",Action,"Ken Annakin",1962,178,0,7.5
"2026-6-17 10:30","Anand",Drama,"Hrishikesh Mukherjee",1971,122,0,7.0
"2026-6-16 10:30","Trois couleurs: Blanc",Comedy,"Krzysztof Kieslowski",1994,92,0,7.0
"2026-6-15 10:30","Laura",Drama,"Otto Preminger",1944,88,12,7.5
"2026-6-14 21:00","Kal Ho Naa Ho",Comedy,"Nikkhil Advani",2003,186,0,8.5
"2026-6-14 17:00","The Longest Day",Action,"Ken Annakin",1962,178,0,8.5
"2026-6-14 14:30","The Graduate",Comedy,"Mike Nichols",1967,106,12,8.5
"2026-6-14 10:30","Kal Ho Naa Ho",Comedy,"Nikkhil Advani",2003,186,0,7.5
"2026-6-13 19:30","The Longest Day",Action,"Ken Annakin",1962,178,0,8.5
"2026-6-13 16:00","Metropolis",Drama,"Fritz Lang",1927,153,12,8.0
"2026-6-13 13:30","The Graduate",Comedy,"Mike Nichols",1967,106,12,7.5
"2026-6-13 10:30","Jurassic Park",Action,"Steven Spielberg",1993,127,12,8.0
"2026-6-12 13:00","Empire of the Sun",Action,"Steven Spielberg",1987,153,0,8.5
"2026-6-12 10:00","Rebecca",Drama,"Alfred Hitchcock",1940,130,12,7.0
"2026-6-11 16:00","Jurassic Park",Action,"Steven Spielberg",1993,127,12,7.5
"2026-6-11 13:00","Anand",Drama,"Hrishikesh Mukherjee",1971,122,0,7.5
"2026-6-11 10:00","Anand",Drama,"Hrishikesh Mukherjee",1971,122,0,7.5
"2026-6-10 12:30","Omohide poro poro",Animation,"Isao Takahata",1991,118,0,7.0
"2026-6-10 10:00","28 Days Later...",Drama,"Danny Boyle",2002,113,12,8.0
"2026-6-9 16:30","Before Sunrise",Drama,"Richard Linklater",1995,101,16,7.5
"2026-6-9 13:00","Terminator 2: Judgment Day",Action,"James Cameron",1991,137,0,6.5
"2026-6-9 10:00","28 Days Later...",Drama,"Danny Boyle",2002,113,12,6.5
"2026-6-8 16:00","The Longest Day",Action,"Ken Annakin",1962,178,0,8.5
"2026-6-8 13:30","Spoorloos",Mystery,"George Sluizer",1988,107,12,7.5
"2026-6-8 10:00","Empire of the Sun",Action,"Steven Spielberg",1987,153,0,8.5
"2026-6-7 16:30","The Graduate",Comedy,"Mike Nichols",1967,106,12,8.5
"2026-6-7 13:30","Terminator 2: Judgment Day",Action,"James Cameron",1991,137,0,7.0
"2026-6-7 10:00","Metropolis",Drama,"Fritz Lang",1927,153,12,8.0
